57215
13
79672000000
1612422000000
 0 1 1 6121 2657  195 (D 0,1,1) (S 2,350,351) (S 252,351,638) (S 251,637,636) (S 250,636,635) (S 175,561,116) (S 276,116,131) (S 206,131,595) (S 249,595,561) (S 175,561,116) (S 36,392,29) (S 239,130,627) (S 240,627,616) (S 227,616,617) (S 241,628,145) (S 242,145,408) (S 239,130,627) (S 389,627,628) (S 307,126,681) (S 201,125,126) (S 307,126,681) (S 43,34,402) (S 43,402,34) (S 273,34,654) (S 18,374,373) (S 306,680,679) (S 305,679,678) (S 305,678,679) (S 439,812,813) (S 456,826,562) (S 246,562,560) (S 174,560,361) (S 11,361,3) (S 11,3,361) (S 10,360,6) (S 455,636,394) (S 224,614,615) (S 173,112,404) (S 44,404,403) (S 44,403,404) (S 45,404,405) (S 46,405,406) (S 47,407,408) (S 36,29,392) (S 37,393,394) (S 224,614,615) (S 225,112,350) (S 2,350,351) (S 96,465,466) (S 96,466,465) (S 247,633,352) (S 3,352,353) (S 3,353,352) (S 246,560,562) (S 176,562,561) (S 176,561,562) (S 456,562,826) (S 457,827,656) (S 458,828,382) (S 24,382,383) (S 25,383,384) (S 26,385,386) (S 27,386,14) (S 28,387,16) (S 92,17,461) (S 93,461,69) (S 94,69,462) (S 161,105,546) (S 161,546,105) (S 160,105,545) (S 437,811,683) (S 438,375,812) (S 439,812,813) (S 456,826,562) (S 455,636,394) (S 172,559,558) (S 172,558,559) (S 397,559,514) (S 244,631,632) (S 357,632,229) (S 357,229,632) (S 245,632,290) (S 391,290,773) (S 346,168,108) (S 346,108,168) (S 475,841,86) (S 474,840,173) (S 473,839,529) (S 472,529,184) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 2 5764 1932  156 (D 0,1,1) (S 225,350,112) (S 173,112,404) (S 483,620,850) (S 232,620,621) (S 232,621,620) (S 59,47,422) (S 336,146,184) (S 472,184,529) (S 473,529,839) (S 314,173,558) (S 314,558,173) (S 474,173,840) (S 231,619,142) (S 468,142,834) (S 469,835,836) (S 470,836,837) (S 471,837,838) (S 97,344,467) (S 97,467,344) (S 335,184,709) (S 335,709,184) (S 472,184,529) (S 148,529,530) (S 397,559,514) (S 136,514,513) (S 475,86,841) (S 322,696,695) (S 321,138,694) (S 147,528,529) (S 148,529,530) (S 397,559,514) (S 244,631,632) (S 245,632,290) (S 391,290,773) (S 476,343,842) (S 477,842,697) (S 323,697,673) (S 323,673,697) (S 478,697,577) (S 479,843,278) (S 398,132,780) (S 399,485,781) (S 400,781,782) (S 410,794,574) (S 184,574,573) (S 184,573,574) (S 410,574,794) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 3 7301 6055  343 (D 0,1,1) (S 2,350,351) (S 252,351,638) (S 174,361,560) (S 246,560,562) (S 456,562,826) (S 298,674,675) (S 299,675,385) (S 26,385,386) (S 29,386,18) (S 459,18,382) (S 149,531,532) (S 149,532,531) (S 319,692,676) (S 300,676,483) (S 301,483,169) (S 331,706,705) (S 259,646,601) (S 211,601,133) (S 212,133,602) (S 217,602,603) (S 261,603,647) (S 260,150,149) (S 259,646,601) (S 278,157,657) (S 313,688,687) (S 95,463,464) (S 95,464,463) (S 442,463,190) (S 443,190,234) (S 317,690,691) (S 317,691,690) (S 444,690,817) (S 183,571,572) (S 183,572,571) (S 445,571,216) (S 446,216,9) (S 447,818,819) (S 448,820,821) (S 233,143,622) (S 233,622,143) (S 388,769,770) (S 449,770,822) (S 450,823,187) (S 343,718,716) (S 342,716,717) (S 345,717,719) (S 377,719,754) (S 377,754,719) (S 344,719,260) (S 343,716,718) (S 450,187,823) (S 448,821,820) (S 367,252,744) (S 367,744,252) (S 447,819,818) (S 295,671,167) (S 294,167,670) (S 294,670,167) (S 295,167,671) (S 215,604,8) (S 214,8,134) (S 267,153,651) (S 21,377,378) (S 22,378,379) (S 188,379,580) (S 190,580,582) (S 23,380,381) (S 23,381,380) (S 22,379,378) (S 21,378,377) (S 20,377,376) (S 268,376,651) (S 267,651,153) (S 266,650,152) (S 265,152,649) (S 264,649,151) (S 263,151,648) (S 272,648,653) (S 327,700,182) (S 370,182,747) (S 370,747,182) (S 304,677,170) (S 304,170,677) (S 303,677,104) (S 156,104,541) (S 141,521,449) (S 81,449,448) (S 460,448,521) (S 461,541,829) (S 352,214,728) (S 352,728,214) (S 461,829,541) (S 460,521,448) (S 320,693,676) (S 300,676,483) (S 112,483,88) (S 81,448,449) (S 83,60,451) (S 83,451,60) (S 82,60,450) (S 82,450,60) (S 140,449,520) (S 139,519,298) (S 387,15,768) (S 387,768,15) (S 159,544,80) (S 459,18,382) (S 458,382,828) (S 277,656,87) (S 301,483,169) (S 302,169,104) (S 303,104,677) (S 327,182,700) (S 262,648,603) (S 213,603,134) (S 334,183,708) (S 334,708,183) (S 12,362,363) (S 12,363,362) (S 216,605,135) (S 235,346,347) (S 234,542,593) (S 234,593,542) (S 157,542,543) (S 158,543,43) (S 158,43,543) (S 228,543,439) (S 74,439,294) (S 74,294,439) (S 73,439,438) (S 216,135,605) (S 215,604,8) (S 214,8,134) (S 213,134,603) (S 217,603,602) (S 212,602,133) (S 211,133,601) (S 456,826,562) (S 455,636,394) (S 472,184,529) (S 473,529,839) (S 474,173,840) (S 475,86,841) (S 476,343,842) (S 477,842,697) (S 478,697,577) (S 479,843,278) (S 339,713,10) (S 100,11,471) (S 398,132,780) (S 399,485,781) (S 400,781,782) (S 401,783,626) (S 401,626,783) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 4 8189 3727  197 (D 0,1,1) (S 2,350,351) (S 252,351,638) (S 174,361,560) (S 246,560,562) (S 456,562,826) (S 439,813,812) (S 438,812,375) (S 19,375,374) (S 273,654,34) (S 274,34,7) (S 275,7,655) (S 310,655,684) (S 309,684,683) (S 437,683,811) (S 436,811,423) (S 435,423,810) (S 435,810,423) (S 60,423,424) (S 104,400,73) (S 199,73,590) (S 199,590,73) (S 433,74,478) (S 432,172,808) (S 431,4,469) (S 430,469,340) (S 430,340,469) (S 98,469,468) (S 98,468,469) (S 99,469,470) (S 144,470,434) (S 5,5,4) (S 431,4,469) (S 430,469,340) (S 230,340,468) (S 98,468,469) (S 430,469,340) (S 429,807,563) (S 428,563,498) (S 428,498,563) (S 429,563,807) (S 69,435,53) (S 69,53,435) (S 142,523,522) (S 282,522,660) (S 282,660,522) (S 142,522,523) (S 143,435,470) (S 144,470,434) (S 419,111,800) (S 420,800,199) (S 421,200,661) (S 422,661,801) (S 423,1,348) (S 1,348,349) (S 285,349,490) (S 120,490,54) (S 121,431,437) (S 71,437,56) (S 70,436,55) (S 70,55,436) (S 71,56,437) (S 121,437,431) (S 66,431,50) (S 80,447,312) (S 369,180,746) (S 369,746,180) (S 80,312,447) (S 67,432,433) (S 67,433,432) (S 325,698,699) (S 325,699,698) (S 72,51,437) (S 121,437,431) (S 120,54,490) (S 285,490,349) (S 1,349,348) (S 424,201,645) (S 258,645,22) (S 31,22,388) (S 31,388,22) (S 152,536,537) (S 153,537,535) (S 151,535,308) (S 151,308,535) (S 425,802,322) (S 424,645,201) (S 229,141,618) (S 366,618,359) (S 9,359,358) (S 9,358,359) (S 366,359,618) (S 167,553,554) (S 167,554,553) (S 257,643,644) (S 135,512,511) (S 318,511,49) (S 62,48,427) (S 350,725,724) (S 394,724,710) (S 394,710,724) (S 132,507,506) (S 131,505,24) (S 130,24,504) (S 292,314,551) (S 293,551,166) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 5 9171 7256  407 (D 0,1,1) (S 2,350,351) (S 252,351,638) (S 174,361,560) (S 246,560,562) (S 456,562,826) (S 440,814,685) (S 441,815,816) (S 341,683,715) (S 197,588,589) (S 198,589,124) (S 279,124,557) (S 170,557,76) (S 105,76,413) (S 105,413,76) (S 171,76,83) (S 109,477,478) (S 433,478,74) (S 434,74,809) (S 104,73,400) (S 42,400,401) (S 42,401,400) (S 315,400,689) (S 315,689,400) (S 104,400,73) (S 433,74,478) (S 312,172,686) (S 5,4,5) (S 6,5,356) (S 7,200,357) (S 8,357,358) (S 9,358,359) (S 423,1,348) (S 1,348,349) (S 284,349,663) (S 283,662,661) (S 422,661,801) (S 423,1,348) (S 229,141,618) (S 64,307,430) (S 64,430,307) (S 256,307,564) (S 177,564,563) (S 428,563,498) (S 126,498,499) (S 126,499,498) (S 427,806,805) (S 76,442,441) (S 4,355,354) (S 293,166,551) (S 166,551,552) (S 166,552,551) (S 292,551,314) (S 316,504,390) (S 33,390,23) (S 33,23,390) (S 32,390,389) (S 32,389,390) (S 316,390,504) (S 130,504,24) (S 131,24,505) (S 132,506,507) (S 394,724,710) (S 337,710,711) (S 372,317,255) (S 330,255,704) (S 371,703,254) (S 371,254,703) (S 329,703,504) (S 292,314,551) (S 293,551,166) (S 396,779,778) (S 395,777,247) (S 395,247,777) (S 396,778,779) (S 192,114,122) (S 462,122,830) (S 462,830,122) (S 123,94,493) (S 124,494,495) (S 124,495,494) (S 123,493,94) (S 138,518,517) (S 115,485,486) (S 115,486,485) (S 399,485,781) (S 400,781,782) (S 61,425,426) (S 61,426,425) (S 129,425,503) (S 463,831,174) (S 49,174,410) (S 123,493,94) (S 138,518,517) (S 398,780,132) (S 207,132,596) (S 100,471,11) (S 101,11,472) (S 101,472,11) (S 165,289,550) (S 165,550,289) (S 164,289,549) (S 465,549,471) (S 338,713,712) (S 338,712,713) (S 340,397,714) (S 340,714,397) (S 39,397,31) (S 34,25,391) (S 187,391,579) (S 186,578,577) (S 478,577,697) (S 477,697,842) (S 476,842,343) (S 391,773,290) (S 356,369,734) (S 356,734,369) (S 40,33,398) (S 332,107,600) (S 332,600,107) (S 65,315,33) (S 391,290,773) (S 398,132,780) (S 399,485,781) (S 400,781,782) (S 410,794,574) (S 184,574,573) (S 402,573,147) (S 403,784,785) (S 404,165,786) (S 405,786,787) (S 409,793,266) (S 412,267,160) (S 413,796,797) (S 413,797,796) (S 412,160,267) (S 409,266,793) (S 405,787,786) (S 404,786,165) (S 403,785,784) (S 411,795,574) (S 410,574,794) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 293,166,551) (S 292,551,314) (S 130,504,24) (S 131,24,505) (S 132,506,507) (S 229,618,141) (S 424,201,645) (S 425,322,802) (S 180,118,567) (S 181,568,569) (S 181,569,568) (S 180,567,118) (S 425,802,322) (S 424,645,201) (S 423,348,1) (S 422,801,661) (S 421,661,200) (S 420,199,800) (S 419,800,111) (S 171,83,76) (S 435,810,423) (S 436,423,811) (S 437,811,683) (S 438,375,812) (S 439,812,813) (S 456,826,562) (S 246,562,560) (S 174,560,361) (S 252,638,351) (S 2,351,350) (D 0,1,1) 
 0 1 6 9374 6013  281 (D 0,1,1) (S 225,350,112) (S 173,112,404) (S 480,844,845) (S 480,845,844) (S 472,184,529) (S 473,529,839) (S 226,139,138) (S 322,695,696) (S 467,279,833) (S 466,833,575) (S 185,575,576) (S 186,577,578) (S 297,578,673) (S 296,673,672) (S 346,168,108) (S 168,108,555) (S 168,555,108) (S 346,108,168) (S 391,773,290) (S 16,369,370) (S 65,315,33) (S 65,33,315) (S 332,107,600) (S 210,600,372) (S 210,372,600) (S 333,600,707) (S 41,399,398) (S 332,107,600) (S 210,600,372) (S 38,395,396) (S 98,468,469) (S 99,469,470) (S 144,470,434) (S 68,434,53) (S 69,53,435) (S 429,807,563) (S 428,563,498) (S 427,806,805) (S 122,491,492) (S 122,492,491) (S 76,442,441) (S 328,701,702) (S 130,504,24) (S 131,24,505) (S 132,506,507) (S 62,427,48) (S 318,49,511) (S 318,511,49) (S 63,428,429) (S 361,429,725) (S 178,565,564) (S 256,564,307) (S 133,509,508) (S 62,427,48) (S 318,49,511) (S 134,511,510) (S 229,618,141) (S 424,201,645) (S 425,322,802) (S 287,665,664) (S 286,159,309) (S 324,180,698) (S 80,447,312) (S 286,309,159) (S 287,664,665) (S 180,118,567) (S 182,568,570) (S 182,570,568) (S 180,567,118) (S 426,804,803) (S 426,803,804) (S 486,855,286) (S 485,853,854) (S 485,854,853) (S 426,803,804) (S 425,802,322) (S 424,645,201) (S 423,348,1) (S 422,801,661) (S 421,661,200) (S 420,199,800) (S 419,800,111) (S 171,83,76) (S 170,76,557) (S 169,557,556) (S 161,105,546) (S 162,546,547) (S 162,547,546) (S 161,546,105) (S 437,811,683) (S 438,375,812) (S 439,812,813) (S 211,601,133) (S 212,133,602) (S 217,602,603) (S 213,603,134) (S 214,134,8) (S 215,8,604) (S 216,605,135) (S 236,438,623) (S 237,623,624) (S 237,624,623) (S 270,623,484) (S 271,484,652) (S 271,652,484) (S 270,484,623) (S 236,623,438) (S 216,135,605) (S 215,604,8) (S 214,8,134) (S 213,134,603) (S 217,603,602) (S 212,602,133) (S 211,133,601) (S 456,826,562) (S 246,562,560) (S 174,560,361) (S 252,638,351) (S 2,351,350) (D 0,1,1) 
 0 1 7 8223 5186  223 (D 0,1,1) (S 2,350,351) (S 252,351,638) (S 174,361,560) (S 246,560,562) (S 456,562,826) (S 298,674,675) (S 311,675,685) (S 441,815,816) (S 309,683,684) (S 310,684,655) (S 308,424,682) (S 275,7,655) (S 60,424,423) (S 436,423,811) (S 161,105,546) (S 162,546,547) (S 163,547,548) (S 163,548,547) (S 162,547,546) (S 161,546,105) (S 52,415,414) (S 51,414,413) (S 420,800,199) (S 116,37,487) (S 117,409,89) (S 118,488,297) (S 118,297,488) (S 117,89,409) (S 48,409,37) (S 116,37,487) (S 358,409,735) (S 358,735,409) (S 116,487,37) (S 384,764,500) (S 127,500,501) (S 128,501,502) (S 128,502,501) (S 127,501,500) (S 384,500,764) (S 386,766,767) (S 386,767,766) (S 385,765,365) (S 385,365,765) (S 349,364,722) (S 348,722,723) (S 13,364,365) (S 385,365,765) (S 421,200,661) (S 422,661,801) (S 423,1,348) (S 424,201,645) (S 425,322,802) (S 150,534,533) (S 258,645,22) (S 152,536,537) (S 390,772,771) (S 135,512,511) (S 318,511,49) (S 62,48,427) (S 132,507,506) (S 131,505,24) (S 130,24,504) (S 292,314,551) (S 293,551,166) (S 398,132,780) (S 399,485,781) (S 400,781,782) (S 410,794,574) (S 411,574,795) (S 403,784,785) (S 414,785,277) (S 87,456,457) (S 88,66,458) (S 91,460,321) (S 405,787,786) (S 404,786,165) (S 403,785,784) (S 411,795,574) (S 410,574,794) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 8 12418 3088  153 (D 0,1,1) (S 225,350,112) (S 173,112,404) (S 397,559,514) (S 243,630,629) (S 243,629,630) (S 244,631,632) (S 357,632,229) (S 356,734,369) (S 16,369,370) (S 17,371,372) (S 210,372,600) (S 332,600,107) (S 65,315,33) (S 391,290,773) (S 462,830,122) (S 360,739,738) (S 360,738,739) (S 463,174,831) (S 464,832,659) (S 281,659,597) (S 280,597,658) (S 280,658,597) (S 208,597,598) (S 209,598,599) (S 209,599,598) (S 208,598,597) (S 281,597,659) (S 255,642,641) (S 107,81,475) (S 107,475,81) (S 255,641,642) (S 15,368,367) (S 30,367,19) (S 30,19,367) (S 14,367,366) (S 403,784,785) (S 291,668,669) (S 291,669,668) (S 404,165,786) (S 405,786,787) (S 351,726,727) (S 351,727,726) (S 405,787,786) (S 404,786,165) (S 403,785,784) (S 411,795,574) (S 410,574,794) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
 0 1 9 9126 5076  220 (D 0,1,1) (S 225,350,112) (S 173,112,404) (S 482,849,848) (S 481,847,846) (S 481,846,847) (S 482,848,849) (S 442,463,190) (S 443,190,234) (S 137,515,516) (S 317,691,690) (S 444,690,817) (S 445,571,216) (S 447,818,819) (S 448,820,821) (S 179,117,566) (S 179,566,117) (S 448,821,820) (S 447,819,818) (S 347,720,721) (S 202,593,43) (S 114,296,57) (S 113,57,484) (S 270,484,623) (S 236,623,438) (S 73,438,439) (S 74,439,294) (S 75,57,440) (S 158,43,543) (S 157,543,542) (S 235,347,346) (S 236,438,623) (S 269,623,376) (S 20,376,377) (S 21,377,378) (S 22,378,379) (S 189,581,121) (S 188,580,379) (S 22,379,378) (S 21,378,377) (S 267,651,153) (S 266,650,152) (S 265,152,649) (S 264,649,151) (S 263,151,648) (S 272,648,653) (S 326,653,313) (S 261,647,603) (S 217,603,602) (S 212,602,133) (S 211,133,601) (S 200,591,592) (S 95,464,463) (S 442,463,190) (S 443,190,234) (S 444,690,817) (S 445,571,216) (S 447,818,819) (S 448,820,821) (S 450,823,187) (S 451,729,452) (S 451,452,729) (S 353,729,730) (S 353,730,729) (S 451,729,452) (S 84,452,453) (S 452,223,824) (S 453,824,102) (S 454,102,825) (S 191,583,584) (S 191,584,583) (S 359,736,737) (S 359,737,736) (S 454,825,102) (S 222,611,612) (S 222,612,611) (S 453,102,824) (S 452,824,223) (S 451,452,729) (S 450,187,823) (S 448,821,820) (S 447,819,818) (S 215,604,8) (S 214,8,134) (S 213,134,603) (S 217,603,602) (S 212,602,133) (S 211,133,601) (S 456,826,562) (S 246,562,560) (S 174,560,361) (S 252,638,351) (S 2,351,350) (D 0,1,1) 
 0 1 10 6476 4932  272 (D 0,1,1) (S 225,350,112) (S 173,112,404) (S 397,559,514) (S 398,132,780) (S 399,485,781) (S 400,781,782) (S 401,783,626) (S 238,626,625) (S 254,640,641) (S 255,641,642) (S 15,368,367) (S 14,367,366) (S 368,745,253) (S 368,253,745) (S 248,147,634) (S 248,634,147) (S 108,476,81) (S 108,81,476) (S 403,784,785) (S 404,165,786) (S 87,456,457) (S 88,66,458) (S 89,458,459) (S 90,67,68) (S 125,497,496) (S 218,606,607) (S 102,72,473) (S 102,473,72) (S 103,72,454) (S 86,454,455) (S 416,455,798) (S 417,799,90) (S 110,480,479) (S 196,26,123) (S 195,123,489) (S 119,489,481) (S 111,481,482) (S 362,129,740) (S 193,585,586) (S 194,587,489) (S 195,489,123) (S 196,123,26) (S 35,26,27) (S 35,27,26) (S 373,748,749) (S 374,749,750) (S 375,752,751) (S 375,751,752) (S 376,752,753) (S 376,753,752) (S 375,752,751) (S 393,776,775) (S 392,220,774) (S 378,755,756) (S 378,756,755) (S 380,759,757) (S 407,790,791) (S 408,793,792) (S 408,792,793) (S 409,793,266) (S 412,267,160) (S 50,411,412) (S 50,412,411) (S 354,411,731) (S 354,731,411) (S 288,666,524) (S 289,524,667) (S 290,667,416) (S 53,416,417) (S 54,417,418) (S 55,418,419) (S 55,419,418) (S 54,418,417) (S 77,417,443) (S 219,41,136) (S 219,136,41) (S 220,41,608) (S 57,44,421) (S 58,421,46) (S 205,594,128) (S 205,128,594) (S 204,46,446) (S 203,446,421) (S 203,421,446) (S 79,446,445) (S 78,444,443) (S 77,443,417) (S 418,59,639) (S 253,639,77) (S 355,732,733) (S 355,733,732) (S 290,416,667) (S 289,667,524) (S 145,524,525) (S 146,526,527) (S 412,160,267) (S 409,266,793) (S 405,787,786) (S 404,786,165) (S 403,785,784) (S 411,795,574) (S 410,574,794) (S 400,782,781) (S 399,781,485) (S 398,780,132) (S 397,514,559) (S 173,404,112) (S 225,112,350) (D 0,1,1) 
