10714
12
37870300
1046596400
 0 1 1 320 610  36 (D 0,1,1) (S 1,1,2) (S 2,2,3) (S 3,2,4) (S 4,4,5) (S 6,5,7) (S 5,5,6) (S 6,5,7) (S 7,7,8) (S 8,8,9) (S 9,9,10) (S 10,11,12) (S 83,20,76) (S 59,19,50) (S 54,50,52) (S 56,52,53) (S 86,21,51) (S 87,44,59) (S 74,59,69) (D 0,1,1) 
 0 1 2 302 593  39 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 74,59,69) (S 46,44,45) (S 47,45,46) (S 48,44,46) (S 49,46,47) (S 51,47,49) (S 52,49,50) (S 54,50,52) (S 56,52,53) (S 55,51,53) (S 57,52,54) (S 56,52,53) (S 21,21,22) (S 23,22,24) (S 86,21,51) (S 87,44,59) (S 74,59,69) (D 0,1,1) 
 0 1 3 381 710  37 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 4,4,5) (S 6,5,7) (S 7,7,8) (S 8,8,9) (S 9,9,10) (S 10,11,12) (S 11,12,16) (S 13,13,14) (S 14,13,77) (S 12,13,16) (S 13,13,14) (S 84,15,77) (S 15,15,17) (S 16,15,18) (S 19,18,20) (S 83,20,76) (D 0,1,1) 
 0 1 4 343 686  23 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 63,58,59) (S 87,44,59) (S 73,58,69) (S 65,58,60) (S 67,60,62) (S 71,62,66) (S 68,62,63) (S 73,58,69) (D 0,1,1) 
 0 1 5 463 902  45 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 48,44,46) (S 49,46,47) (S 50,47,48) (S 51,47,49) (S 53,49,51) (S 21,21,22) (S 22,22,75) (S 27,23,26) (S 28,26,27) (S 29,26,28) (S 30,28,29) (S 25,25,75) (S 26,25,26) (S 82,23,75) (S 33,23,31) (S 32,30,31) (S 82,23,75) (S 86,21,51) (S 87,44,59) (S 74,59,69) (D 0,1,1) 
 0 1 6 545 1095  50 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 65,58,60) (S 66,60,61) (S 67,60,62) (S 68,62,63) (S 69,63,64) (S 70,63,65) (S 71,62,66) (S 72,66,68) (S 60,55,56) (S 61,42,57) (S 42,39,40) (S 43,35,39) (S 44,35,41) (S 40,37,38) (S 41,37,39) (S 42,39,40) (S 61,42,57) (S 62,57,58) (S 73,58,69) (D 0,1,1) 
 0 1 7 560 1116  47 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 4,4,5) (S 6,5,7) (S 7,7,8) (S 8,8,9) (S 9,9,10) (S 10,11,12) (S 85,76,77) (S 16,15,18) (S 19,18,20) (S 17,18,19) (S 59,19,50) (S 54,50,52) (S 56,52,53) (S 58,24,53) (S 24,24,25) (S 81,18,72) (S 79,72,73) (S 78,71,73) (S 19,18,20) (S 83,20,76) (D 0,1,1) 
 0 1 8 588 1168  45 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 4,4,5) (S 6,5,7) (S 7,7,8) (S 8,8,9) (S 9,9,10) (S 64,11,59) (S 48,44,46) (S 49,46,47) (S 51,47,49) (S 52,49,50) (S 18,19,20) (S 20,19,21) (S 21,21,22) (S 23,22,24) (S 24,24,25) (S 31,25,29) (S 81,18,72) (S 77,71,72) (S 19,18,20) (S 83,20,76) (D 0,1,1) 
 0 1 9 535 1107  28 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 62,57,58) (S 45,43,44) (S 35,32,33) (S 39,33,37) (S 41,37,39) (S 42,39,40) (S 61,42,57) (S 62,57,58) (S 73,58,69) (D 0,1,1) 
 0 1 10 653 932  32 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 48,44,46) (S 49,46,47) (S 51,47,49) (S 53,49,51) (S 21,21,22) (S 22,22,75) (S 33,23,31) (S 34,31,32) (S 36,32,34) (S 35,32,33) (S 38,33,36) (S 39,33,37) (S 41,37,39) (S 42,39,40) (S 61,42,57) (S 62,57,58) (S 73,58,69) (D 0,1,1) 
 0 1 11 420 872  34 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 4,4,5) (S 6,5,7) (S 7,7,8) (S 8,8,9) (S 9,9,10) (S 10,11,12) (S 81,18,72) (S 79,72,73) (S 80,73,74) (S 76,70,71) (S 77,71,72) (S 19,18,20) (S 83,20,76) (D 0,1,1) 
 0 1 12 424 923  24 (D 0,1,1) (S 1,1,2) (S 3,2,4) (S 75,4,69) (S 39,33,37) (S 37,32,35) (S 44,35,41) (S 61,42,57) (S 62,57,58) (S 73,58,69) (D 0,1,1) 
